PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,FamilyGroup,NumericFamilySize,TicketPrefix,PassengerStatus,DetailedPassengerStatus,GroupSize,AgeGroup,TitleEncoded,IsAlone,FamilyName,EmbarkedCategory,Pclass_Fare,Title_AgeGroup,Age*Class,Fare_Per_Person
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,Mr,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Hoyt,Southampton,90.0,Mr_Adult,38.0,45.0
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,,S,Mr,Unknown,1,Solo,0,PP,Low,Migrant,1,Adult,Mr,1,Berglund,Southampton,28.049999999999997,Mr_Adult,66.0,9.35
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,,S,Mr,Unknown,1,Solo,0,SW/PP,Middle,Crew,1,Teen,Mr,1,Mellors,Southampton,21.0,Mr_Teen,38.0,10.5
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,Mr,Unknown,1,Solo,0,A/5,Employee,Migrant,1,Adult,Mr,1,Lovell,Southampton,21.75,Mr_Adult,61.5,7.25
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Teen,Mr,1,Fahlstrom,Southampton,26.0,Mr_Teen,36.0,13.0
230,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,Miss,Unknown,5,Large,2,None,Low,Low-Class Passenger,4,Unknown,Miss,0,Lefebre,Southampton,76.4001,Miss_Unknown,,6.366675
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,Mrs,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Harris,Southampton,83.475,Mrs_Adult,35.0,41.7375
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Larsson,Southampton,23.325000000000003,Mr_Adult,87.0,7.775
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Sjostedt,Southampton,27.0,Mr_Adult,118.0,13.5
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,,S,Miss,Unknown,7,Large,2,None,Low,Low-Class Passenger,4,Child,Miss,0,Asplund,Southampton,94.1625,Miss_Child,15.0,7.846875
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,S,Mr,Unknown,1,Solo,0,C.A.,Middle,Middle-Class Passenger,1,Adult,Mr,1,Leyson,Southampton,21.0,Mr_Adult,48.0,10.5
236,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,Miss,Unknown,1,Solo,0,W./C.,Low,Migrant,1,Unknown,Miss,1,Harknett,Southampton,22.65,Miss_Unknown,,7.55
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mr,0,Hold,Southampton,52.0,Mr_Adult,88.0,26.0
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S,Miss,Unknown,3,Small,1,C.A.,Middle,Middle-Class Passenger,3,Child,Miss,0,Collyer,Southampton,52.5,Miss_Child,16.0,8.75
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Teen,Mr,1,Pengelly,Southampton,21.0,Mr_Teen,38.0,10.5
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,,S,Mr,Unknown,1,Solo,0,SCO/W,Middle,Middle-Class Passenger,1,Adult,Mr,1,Hunt,Southampton,24.55,Mr_Adult,66.0,12.275
241,0,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,Miss,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Unknown,Miss,0,Zabour,Cherbourg,43.3626,Miss_Unknown,,7.2271
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,Miss,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Unknown,Miss,0,Murphy,Queenstown,46.5,Miss_Unknown,,7.75
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S,Mr,Unknown,1,Solo,0,W./C.,Middle,Middle-Class Passenger,1,Adult,Mr,1,Coleridge,Southampton,21.0,Mr_Adult,58.0,10.5
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Maenpaa,Southampton,21.375,Mr_Adult,66.0,7.125
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Attalah,Cherbourg,21.674999999999997,Mr_Adult,90.0,7.225
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,Mrs,C,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Minahan,Queenstown,90.0,Mrs_Adult,44.0,45.0
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Lindahl,Southampton,23.325000000000003,Miss_Adult,75.0,7.775
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,,S,Mrs,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Hamalainen,Southampton,29.0,Mrs_Adult,48.0,7.25
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,Mr,D,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Beckwith,Southampton,52.5542,Mr_Adult,37.0,26.2771
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Carter,Southampton,52.0,Mr_Adult,108.0,13.0
251,0,3,"Reed, Mr. James George",male,,0,0,362316,7.25,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Reed,Southampton,21.75,Mr_Unknown,,7.25
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,Mrs,G,3,Small,1,None,Low,Low-Class Passenger,2,Adult,Mrs,0,Strom,Southampton,31.387500000000003,Mrs_Adult,87.0,5.23125
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Senior,Mr,1,Stead,Southampton,26.55,Mr_Senior,62.0,26.55
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,,S,Mr,Unknown,2,Small,1,A/5.,Low,Low-Class Passenger,2,Adult,Mr,0,Lobb,Southampton,48.300000000000004,Mr_Adult,90.0,8.05
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,,S,Mrs,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Adult,Mrs,0,Rosblom,Southampton,60.637499999999996,Mrs_Adult,123.0,10.10625
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C,Mrs,Unknown,3,Small,1,None,Low,Low-Class Passenger,1,Adult,Mrs,0,Touma,Cherbourg,45.737399999999994,Mrs_Adult,87.0,15.2458
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,C,Mrs,Unknown,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Unknown,Mrs,1,Thorne,Cherbourg,79.2,Mrs_Unknown,,79.2
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,Miss,B,1,Solo,0,None,Middle,Middle-Class Passenger,3,Adult,Miss,1,Cherry,Southampton,86.5,Miss_Adult,30.0,28.833333333333332
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,,C,Miss,Unknown,1,Solo,0,PC,Wealthy,Wealthy Passenger,3,Adult,Miss,1,Ward,Cherbourg,512.3292,Miss_Adult,35.0,170.7764
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Parrish,Southampton,52.0,Mrs_Adult,100.0,13.0
261,0,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Smith,Queenstown,23.25,Mr_Unknown,,7.75
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,,S,Master,Unknown,7,Large,2,None,Low,Low-Class Passenger,4,Child,Master,0,Asplund,Southampton,94.1625,Master_Child,9.0,7.846875
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,Mr,E,3,Small,1,None,Middle,Middle-Class Passenger,3,Adult,Mr,0,Taussig,Southampton,79.65,Mr_Adult,52.0,26.55
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,Mr,B,1,Solo,0,None,Employee,Migrant,1,Adult,Mr,1,Harrison,Southampton,0.0,Mr_Adult,40.0,0.0
265,0,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Henry,Queenstown,23.25,Miss_Unknown,,7.75
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,Mr,Unknown,1,Solo,0,C.A.,Middle,Middle-Class Passenger,1,Adult,Mr,1,Reeves,Southampton,21.0,Mr_Adult,72.0,10.5
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S,Mr,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Teen,Mr,0,Panula,Southampton,119.0625,Mr_Teen,48.0,6.614583333333333
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,,S,Mr,Unknown,2,Small,1,None,Low,Migrant,1,Adult,Mr,0,Persson,Southampton,23.325000000000003,Mr_Adult,75.0,7.775
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,Mrs,C,2,Small,1,PC,Wealthy,Wealthy Passenger,3,Adult,Mrs,0,Graham,Southampton,153.4625,Mrs_Adult,58.0,51.15416666666667
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,Miss,C,1,Solo,0,PC,Wealthy,Wealthy Passenger,3,Adult,Miss,1,Bissette,Southampton,135.6333,Miss_Adult,35.0,45.211099999999995
271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Unknown,Mr,1,Cairns,Southampton,31.0,Mr_Unknown,,15.5
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,,S,Mr,Unknown,1,Solo,0,LINE,Employee,Migrant,4,Adult,Mr,1,Tornquist,Southampton,0.0,Mr_Adult,75.0,0.0
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Mellinger,Southampton,39.0,Mrs_Adult,82.0,9.75
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,Mr,C,2,Small,1,PC,Middle,Middle-Class Passenger,1,Adult,Mr,0,Natsch,Cherbourg,29.7,Mr_Adult,37.0,29.7
275,1,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Healy,Queenstown,23.25,Miss_Unknown,,7.75
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,Miss,D,2,Small,1,None,Middle,Middle-Class Passenger,3,Senior,Miss,0,Andrews,Southampton,77.9583,Miss_Senior,63.0,25.986099999999997
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Lindblom,Southampton,23.25,Miss_Adult,135.0,7.75
278,0,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,3,Unknown,Mr,1,Parkes,Southampton,0.0,Mr_Unknown,,0.0
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Q,Master,Unknown,6,Large,2,None,Low,Low-Class Passenger,5,Child,Master,0,Rice,Queenstown,87.375,Master_Child,21.0,5.825
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,S,Mrs,Unknown,3,Small,1,C.A.,Low,Low-Class Passenger,2,Adult,Mrs,0,Abbott,Southampton,60.75,Mrs_Adult,105.0,10.125
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Senior,Mr,1,Duane,Queenstown,23.25,Mr_Senior,195.0,7.75
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Olsson,Southampton,23.5626,Mr_Adult,84.0,7.8542
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,de Pelsmaeker,Southampton,28.5,Mr_Teen,48.0,9.5
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S,Mr,Unknown,1,Solo,0,A/5.,Low,Migrant,1,Teen,Mr,1,Dorking,Southampton,24.150000000000002,Mr_Teen,57.0,8.05
285,0,1,"Smith, Mr. Richard William",male,,0,0,113056,26.0,A19,S,Mr,A,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Smith,Southampton,26.0,Mr_Unknown,,26.0
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Stankovic,Cherbourg,25.987499999999997,Mr_Adult,99.0,8.6625
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,de Mulder,Southampton,28.5,Mr_Adult,90.0,9.5
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Naidenoff,Southampton,23.6874,Mr_Adult,66.0,7.8958
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Hosono,Southampton,26.0,Mr_Adult,84.0,13.0
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Connolly,Queenstown,23.25,Miss_Adult,66.0,7.75
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Miss,1,Barber,Southampton,78.85,Miss_Adult,26.0,39.425
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C,Mrs,B,2,Small,1,None,Middle,Middle-Class Passenger,2,Teen,Mrs,0,Bishop,Cherbourg,91.0792,Mrs_Teen,19.0,45.5396
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,Mr,D,1,Solo,0,SC/Paris,Middle,Middle-Class Passenger,1,Adult,Mr,1,Levy,Cherbourg,25.75,Mr_Adult,72.0,12.875
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Haas,Southampton,26.549999999999997,Miss_Adult,72.0,8.85
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Mineff,Southampton,23.6874,Mr_Adult,72.0,7.8958
296,0,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,Mr,Unknown,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Lewy,Cherbourg,27.7208,Mr_Unknown,,27.7208
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Hanna,Cherbourg,21.6876,Mr_Adult,70.5,7.2292
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S,Miss,C,4,Small,1,None,Wealthy,Wealthy Passenger,4,Child,Miss,0,Allison,Southampton,151.55,Miss_Child,2.0,37.8875
299,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Saalfeld,Southampton,30.5,Mr_Unknown,,30.5
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C,Mrs,B,2,Small,1,PC,Wealthy,Wealthy Passenger,2,Adult,Mrs,0,Baxter,Cherbourg,247.5208,Mrs_Adult,50.0,123.7604
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Kelly,Queenstown,23.25,Miss_Unknown,,7.75
302,1,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Unknown,Mr,0,McCoy,Queenstown,69.75,Mr_Unknown,,11.625
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S,Mr,Unknown,1,Solo,0,LINE,Employee,Migrant,4,Teen,Mr,1,Johnson,Southampton,0.0,Mr_Teen,57.0,0.0
304,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,Miss,E,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Miss,1,Keane,Queenstown,24.7,Miss_Unknown,,12.35
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,Mr,Unknown,1,Solo,0,A/5,Employee,Migrant,1,Unknown,Mr,1,Williams,Southampton,24.150000000000002,Mr_Unknown,,8.05
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,Master,C,4,Small,1,None,Wealthy,Wealthy Passenger,4,Child,Master,0,Allison,Southampton,151.55,Master_Child,0.92,37.8875
307,1,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,Miss,Unknown,1,Solo,0,None,Wealthy,Wealthy Passenger,4,Unknown,Miss,1,Fleming,Cherbourg,110.8833,Miss_Unknown,,27.720825
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,C,Mrs,C,2,Small,1,PC,Wealthy,Wealthy Passenger,2,Teen,Mrs,0,Penasco y Castellana,Cherbourg,108.9,Mrs_Teen,17.0,54.45
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,,C,Mr,Unknown,2,Small,1,P/PP,Middle,Crew,2,Adult,Mr,0,Abelson,Cherbourg,48.0,Mr_Adult,60.0,12.0
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,Miss,E,1,Solo,0,PC,Middle,Middle-Class Passenger,2,Adult,Miss,1,Francatelli,Cherbourg,56.9292,Miss_Adult,30.0,28.4646
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C,Miss,C,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Miss,1,Hays,Cherbourg,83.1583,Miss_Adult,24.0,41.57915
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Miss,B,5,Large,2,PC,Wealthy,Wealthy Passenger,2,Teen,Miss,0,Ryerson,Cherbourg,262.375,Miss_Teen,18.0,131.1875
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,,S,Mrs,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Lahtinen,Southampton,52.0,Mrs_Adult,52.0,26.0
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Hendekovic,Southampton,23.6874,Mr_Adult,84.0,7.8958
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S,Mr,Unknown,3,Small,1,F.C.C.,Middle,Middle-Class Passenger,3,Adult,Mr,0,Hart,Southampton,52.5,Mr_Adult,86.0,8.75
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Nilsson,Southampton,23.5626,Miss_Adult,78.0,7.8542
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Kantor,Southampton,52.0,Mrs_Adult,48.0,13.0
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,,S,Mrs,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Moraweck,Southampton,28.0,Mrs_Adult,108.0,14.0
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S,Miss,C,3,Small,1,None,Wealthy,Wealthy Passenger,2,Adult,Miss,0,Wick,Southampton,164.8667,Miss_Adult,31.0,82.43335
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C,Mrs,E,3,Small,1,None,Wealthy,Wealthy Passenger,2,Adult,Mrs,0,Spedden,Cherbourg,134.5,Mrs_Adult,40.0,67.25
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,,S,Mr,Unknown,1,Solo,0,A/5,Employee,Migrant,1,Adult,Mr,1,Dennis,Southampton,21.75,Mr_Adult,66.0,7.25
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Danoff,Southampton,23.6874,Mr_Adult,81.0,7.8958
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Q,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Slayter,Queenstown,24.7,Miss_Adult,60.0,12.35
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,S,Mrs,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Caldwell,Southampton,58.0,Mrs_Adult,44.0,14.5
325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,Mr,Unknown,11,Large,2,CA.,Low,Low-Class Passenger,7,Unknown,Mr,0,Sage,Southampton,208.64999999999998,Mr_Unknown,,9.935714285714285
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,C,Miss,C,1,Solo,0,PC,Wealthy,Wealthy Passenger,3,Adult,Miss,1,Young,Cherbourg,135.6333,Miss_Adult,36.0,45.211099999999995
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Senior,Mr,1,Nysveen,Southampton,18.7125,Mr_Senior,183.0,6.2375
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,Mrs,D,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Ball,Southampton,26.0,Mrs_Adult,72.0,13.0
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S,Mrs,Unknown,3,Small,1,None,Low,Low-Class Passenger,3,Adult,Mrs,0,Goldsmith,Southampton,61.574999999999996,Mrs_Adult,93.0,6.841666666666666
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,Miss,B,2,Small,1,None,Middle,Middle-Class Passenger,2,Teen,Miss,0,Hippach,Cherbourg,57.9792,Miss_Teen,16.0,28.9896
331,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,Miss,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Unknown,Miss,0,McCoy,Queenstown,69.75,Miss_Unknown,,11.625
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Partner,Southampton,28.5,Mr_Adult,45.5,28.5
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,S,Mr,C,2,Small,1,PC,Wealthy,Wealthy Passenger,3,Adult,Mr,0,Graham,Southampton,153.4625,Mr_Adult,38.0,51.15416666666667
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Teen,Mr,0,Vander Planke,Southampton,54.0,Mr_Teen,48.0,9.0
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,Mrs,Unknown,2,Small,1,PC,Wealthy,Wealthy Passenger,2,Unknown,Mrs,0,Frauenthal,Southampton,133.65,Mrs_Unknown,,66.825
336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Denkoff,Southampton,23.6874,Mr_Unknown,,7.8958
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,Mr,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Pears,Southampton,66.6,Mr_Adult,29.0,33.3
